Date,Centre ID,Time,Current Queue,Active Counters,Farmers Arrived,Farmers Processed,Average Processing Time,Crop,Quantity,Booked Farmers,Actual Waiting Time
2025-03-02,5,10:00,18,4,59,31,7.2,Cotton,15.0,24,43.0
2025-07-14,5,08:00,28,5,33,16,12.8,Rice,19.2,38,43.4
2025-01-17,4,11:00,50,1,79,74,11.4,Wheat,2.7,113,73.1
2025-04-20,1,15:00,22,1,63,39,16.7,Wheat,11.2,69,48.1
2025-06-08,1,15:00,48,1,90,53,8.1,Maize,34.6,91,60.1
2025-12-20,1,10:00,67,3,80,44,11.6,Cotton,23.5,112,75.1
2025-12-29,4,14:00,74,1,110,26,7.8,Rice,15.2,76,83.4
2025-02-25,5,09:00,8,5,37,72,17.9,Cotton,8.6,21,29.2
2025-11-22,4,12:00,12,1,53,27,16.7,Wheat,26.3,63,60.0
2025-02-03,2,17:00,8,5,14,74,12.7,Wheat,9.8,38,12.5
2025-10-01,4,10:00,81,6,108,32,9.5,Mustard,6.5,114,74.8
2025-11-05,1,10:00,58,5,59,1,23.3,Cotton,6.3,106,74.1
2025-11-22,5,12:00,47,6,63,2,16.9,Maize,25.8,51,67.4
2025-03-23,5,13:00,71,6,71,73,18.5,Cotton,22.9,122,76.1
2025-11-23,4,16:00,52,1,71,39,16.0,Rice,3.4,96,74.5
2025-02-12,5,17:00,21,3,57,29,20.7,Maize,4.9,47,44.8
2025-07-09,3,09:00,45,5,74,60,22.2,Mustard,22.6,77,65.9
2025-06-21,3,10:00,63,3,77,46,13.5,Maize,20.4,67,74.5
2025-04-26,2,15:00,3,5,22,49,18.7,Wheat,24.3,16,13.2
2025-01-09,5,11:00,54,5,70,51,10.9,Wheat,7.1,70,62.0
2025-10-09,4,15:00,44,6,76,14,18.1,Wheat,25.7,101,61.1
2025-05-03,1,13:00,6,2,17,6,13.8,Maize,32.8,13,27.5
2025-08-30,5,09:00,23,3,27,54,7.1,Wheat,21.4,41,37.5
2025-05-30,1,15:00,40,1,62,1,23.2,Maize,7.7,48,63.1
2025-05-17,3,10:00,30,2,67,53,21.8,Cotton,24.1,48,65.9
2025-11-20,1,12:00,26,2,47,9,11.9,Wheat,12.7,26,38.5
2025-02-04,4,13:00,58,3,67,19,24.0,Maize,2.7,75,70.0
2025-09-26,3,12:00,36,3,38,53,12.4,Wheat,11.3,83,62.0
2025-09-30,3,14:00,44,6,86,46,14.8,Wheat,31.8,93,49.9
2025-05-19,4,13:00,71,5,105,58,21.5,Mustard,15.0,95,71.2
2025-04-06,4,17:00,8,5,14,45,12.2,Rice,30.4,53,26.3
2025-01-02,2,17:00,32,1,35,3,14.7,Rice,18.3,72,63.2
2025-12-08,5,12:00,6,3,11,62,18.3,Wheat,18.6,64,43.6
2025-12-12,3,09:00,83,5,99,16,9.2,Cotton,1.2,135,90.7
2025-03-29,1,14:00,16,2,52,10,14.2,Wheat,22.7,30,38.0
2025-01-12,1,17:00,73,3,80,65,12.3,Rice,4.7,111,75.6
2025-02-14,2,11:00,17,5,53,14,18.5,Mustard,17.3,68,43.3
2025-01-25,4,12:00,29,5,29,40,9.3,Mustard,9.9,48,41.4
2025-10-31,3,12:00,54,6,87,36,11.0,Cotton,14.3,91,62.1
2025-11-22,2,09:00,74,3,86,57,19.1,Rice,19.3,100,93.3
2025-02-25,3,14:00,16,3,59,3,9.7,Cotton,1.5,36,34.7
2025-09-30,5,11:00,19,3,40,8,14.2,Cotton,10.7,31,46.8
2025-03-07,3,14:00,79,5,91,31,19.1,Rice,34.6,81,78.0
2025-05-15,1,15:00,28,3,38,35,20.0,Rice,3.0,76,42.5
2025-08-07,1,15:00,18,3,55,59,8.6,Mustard,11.9,71,22.2
2025-09-20,3,12:00,66,2,84,45,21.5,Mustard,11.9,108,94.1
2025-11-16,3,11:00,8,3,23,11,19.3,Wheat,13.9,23,40.2
2025-01-17,5,14:00,78,2,111,73,12.8,Mustard,24.3,79,76.9
2025-03-13,3,15:00,78,4,102,34,20.0,Wheat,9.4,119,84.2
2025-04-13,4,12:00,77,6,106,72,19.4,Mustard,16.6,89,84.0
2025-04-24,3,15:00,26,5,46,74,17.2,Maize,22.9,61,34.6
2025-12-31,2,10:00,10,3,12,3,16.5,Mustard,12.0,73,51.3
2025-10-11,4,15:00,38,6,38,37,19.5,Cotton,33.3,38,47.8
2025-04-27,4,09:00,30,6,31,31,24.0,Rice,34.3,67,61.6
2025-12-21,4,10:00,86,3,111,37,16.8,Maize,5.1,150,104.9
2025-07-02,1,13:00,56,5,79,23,20.7,Maize,12.7,77,53.4
2025-07-02,4,09:00,84,3,117,41,19.7,Maize,8.1,136,103.4
2025-06-08,2,09:00,67,6,107,36,21.5,Cotton,7.4,120,76.2
2025-02-22,4,08:00,64,3,71,13,23.2,Cotton,17.7,95,83.6
2025-12-08,4,12:00,10,2,53,21,10.3,Mustard,20.2,29,41.3
2025-01-06,4,14:00,6,1,47,11,9.8,Maize,15.5,50,34.1
2025-03-05,5,08:00,4,6,31,63,17.0,Maize,10.3,44,16.9
2025-03-25,3,13:00,53,2,76,50,14.6,Mustard,10.5,83,68.1
2025-04-12,1,15:00,18,5,25,29,16.7,Wheat,34.7,30,31.0
2025-02-18,4,10:00,89,1,97,29,20.6,Wheat,32.4,137,111.0
2025-01-07,4,10:00,11,4,11,5,22.8,Rice,3.6,24,42.7
2025-09-05,1,15:00,85,3,114,21,14.1,Wheat,23.3,93,75.3
2025-12-20,1,15:00,60,3,79,69,19.2,Rice,16.5,64,66.0
2025-02-14,2,13:00,9,2,17,2,10.3,Wheat,24.4,38,28.4
2025-04-19,5,15:00,5,1,11,10,16.1,Maize,21.3,12,31.4
2025-07-04,3,09:00,35,3,37,63,7.4,Wheat,31.2,56,44.4
2025-12-05,5,12:00,30,3,58,39,15.6,Cotton,3.3,45,55.8
2025-09-11,5,14:00,28,5,58,2,16.3,Rice,12.9,57,51.4
2025-10-07,3,11:00,47,3,75,36,19.5,Wheat,34.5,97,74.0
2025-08-01,4,14:00,11,2,15,56,18.0,Cotton,7.2,40,33.8
2025-06-02,2,12:00,11,2,12,25,13.1,Maize,5.3,47,42.6
2025-03-14,1,14:00,62,4,66,28,7.1,Cotton,25.8,71,53.6
2025-11-12,2,12:00,89,3,122,47,9.0,Maize,27.4,96,87.2
2025-10-21,3,11:00,24,6,57,44,23.5,Mustard,23.9,87,51.4
2025-01-10,1,10:00,83,3,96,67,22.7,Cotton,27.4,123,97.5
2025-09-19,2,10:00,31,4,33,18,12.5,Wheat,24.6,32,37.1
2025-01-31,1,14:00,30,1,44,20,11.4,Maize,5.6,66,43.0
2025-09-27,4,09:00,8,2,44,11,14.4,Cotton,21.7,8,41.5
2025-10-29,5,09:00,38,6,44,49,18.7,Rice,27.4,43,50.8
2025-02-17,5,10:00,44,3,79,40,13.1,Rice,30.4,68,72.8
2025-06-08,2,10:00,59,3,79,26,8.1,Cotton,9.4,101,71.9
2025-02-15,3,15:00,14,4,20,52,13.8,Wheat,5.3,54,29.9
2025-07-27,5,12:00,16,1,58,28,11.4,Maize,27.6,67,63.4
2025-12-05,3,17:00,38,4,61,14,12.5,Rice,9.7,49,46.6
2025-01-30,2,10:00,6,3,36,40,9.8,Wheat,2.1,18,25.8
2025-05-26,2,13:00,12,1,16,32,18.2,Rice,29.1,46,44.4
2025-12-22,4,12:00,56,3,72,30,16.0,Maize,18.2,112,78.9
2025-04-20,3,12:00,85,3,113,33,11.6,Rice,12.1,131,101.8
2025-02-18,5,15:00,51,2,80,68,16.4,Mustard,1.4,94,71.4
2025-06-28,5,17:00,13,4,15,16,15.4,Maize,2.2,19,27.6
2025-07-05,1,15:00,89,5,116,20,20.5,Wheat,27.9,146,90.6
2025-08-30,4,10:00,46,2,88,42,23.3,Cotton,17.7,109,85.4
2025-04-25,2,10:00,64,6,99,3,9.2,Rice,6.1,101,72.4
2025-12-15,3,13:00,17,4,26,10,22.0,Cotton,13.2,38,43.2
2025-07-10,2,11:00,52,5,93,42,19.0,Wheat,6.6,95,63.4
2025-04-15,2,14:00,6,1,36,38,18.8,Wheat,4.8,47,28.2
2025-12-17,2,13:00,56,5,58,48,13.4,Cotton,10.4,116,55.9
2025-12-04,1,13:00,18,3,23,8,12.8,Maize,19.7,25,29.1
2025-07-02,4,15:00,81,5,122,64,7.1,Maize,8.1,114,67.5
2025-01-10,1,14:00,4,5,13,36,23.7,Cotton,12.7,50,26.7
2025-08-06,2,08:00,58,2,62,11,17.3,Mustard,17.2,80,67.8
2025-07-22,1,09:00,12,2,32,23,13.8,Wheat,15.3,66,45.4
2025-02-24,1,13:00,61,1,84,17,16.2,Rice,5.4,65,71.7
2025-08-20,2,12:00,44,4,69,33,7.7,Cotton,2.3,50,50.1
2025-11-03,5,11:00,87,5,116,35,10.0,Rice,2.2,138,93.9
2025-02-08,5,12:00,58,3,102,32,17.6,Mustard,12.9,66,82.0
2025-09-22,2,14:00,33,1,67,34,15.7,Wheat,25.4,60,54.1
2025-02-21,3,15:00,7,2,8,68,20.4,Mustard,5.5,25,24.1
2025-10-01,5,13:00,53,3,56,71,18.2,Rice,27.8,97,70.2
2025-06-02,2,12:00,39,6,39,36,17.2,Wheat,25.3,39,45.0
2025-01-03,5,11:00,4,1,21,72,20.9,Wheat,1.1,27,43.0
2025-12-19,1,12:00,52,3,67,61,8.2,Mustard,1.9,116,62.0
2025-03-02,2,11:00,18,4,60,61,18.7,Rice,7.6,41,41.2
2025-08-06,2,13:00,21,2,37,16,19.2,Wheat,2.9,59,41.2
2025-03-08,1,14:00,0,6,1,32,11.7,Mustard,19.1,64,13.8
2025-12-07,5,09:00,33,6,72,26,10.3,Wheat,2.3,72,49.8
2025-09-27,5,08:00,19,3,30,7,10.6,Wheat,28.3,68,45.4
2025-10-21,2,10:00,6,5,47,5,10.4,Wheat,17.8,68,29.5
2025-06-07,5,15:00,39,5,73,46,15.9,Mustard,25.8,79,52.0
2025-06-20,4,13:00,19,5,58,31,9.3,Maize,26.5,73,27.2
2025-08-20,5,10:00,12,2,48,61,18.2,Rice,18.2,45,41.3
2025-10-14,5,15:00,42,1,48,50,8.8,Rice,32.5,94,63.7
2025-11-06,3,12:00,5,3,33,6,7.5,Rice,34.7,46,45.9
2025-01-07,1,12:00,89,1,107,62,12.4,Rice,13.2,111,99.9
2025-08-31,5,16:00,42,2,70,37,10.3,Cotton,5.3,78,58.4
2025-02-09,4,09:00,89,4,122,42,23.8,Rice,13.4,110,106.9
2025-04-16,5,10:00,79,4,101,72,12.2,Cotton,8.6,104,78.3
2025-10-30,5,13:00,88,2,102,48,10.8,Maize,19.1,106,81.9
2025-04-02,1,10:00,48,1,89,1,10.3,Maize,13.9,79,65.7
2025-10-18,3,14:00,38,2,67,13,13.4,Mustard,17.3,60,57.1
2025-06-18,1,10:00,64,3,103,31,17.3,Cotton,26.9,104,82.5
2025-03-26,1,09:00,7,5,17,2,20.3,Maize,10.3,31,31.1
2025-05-02,5,10:00,75,3,112,12,13.2,Cotton,19.3,106,96.5
2025-07-13,5,12:00,29,2,43,59,17.6,Rice,12.4,38,58.2
2025-10-07,5,10:00,0,4,20,10,15.2,Wheat,27.7,25,33.5
2025-08-10,5,10:00,21,1,59,12,21.4,Wheat,22.7,44,63.7
2025-12-07,4,15:00,21,2,36,37,16.7,Maize,1.3,83,45.6
2025-11-13,3,11:00,1,1,12,6,11.9,Mustard,23.4,30,34.2
2025-10-02,5,11:00,60,4,101,19,19.0,Rice,6.8,61,80.7
2025-08-09,3,09:00,8,3,51,70,20.9,Rice,25.6,28,43.2
2025-04-16,4,11:00,76,4,89,47,14.9,Rice,20.3,123,84.0
2025-05-31,2,11:00,40,4,53,72,23.8,Maize,14.7,50,55.4
2025-02-13,4,13:00,64,3,74,26,21.9,Cotton,24.6,74,73.3
2025-05-17,5,10:00,30,6,31,46,10.3,Maize,30.1,54,47.2
2025-12-05,4,15:00,11,6,35,17,20.4,Rice,27.5,34,31.1
2025-06-05,3,16:00,16,1,27,28,17.2,Mustard,19.5,47,45.6
2025-02-11,1,09:00,58,6,96,13,16.1,Wheat,25.6,60,63.4
2025-08-26,1,09:00,64,2,71,62,15.7,Maize,15.1,110,72.5
2025-12-18,4,09:00,24,2,52,13,21.5,Mustard,27.8,37,60.9
2025-11-13,4,13:00,32,4,54,15,17.4,Mustard,29.2,78,55.8
2025-04-11,4,10:00,85,1,112,34,16.1,Mustard,5.7,121,103.7
2025-06-15,5,15:00,76,3,81,32,7.8,Rice,9.1,89,78.3
2025-07-13,3,14:00,37,2,57,23,14.6,Maize,10.2,67,51.3
2025-04-01,5,15:00,21,3,49,26,22.4,Mustard,6.6,23,45.4
2025-04-09,4,12:00,27,5,42,22,19.1,Cotton,14.3,72,53.3
2025-03-28,2,17:00,48,6,87,68,7.9,Wheat,7.6,67,35.0
2025-12-30,5,09:00,51,2,74,43,22.0,Rice,21.2,75,85.3
2025-09-30,1,12:00,16,4,32,68,21.1,Maize,4.5,26,32.2
2025-11-03,3,11:00,5,3,6,74,16.3,Wheat,10.2,28,27.0
2025-10-26,5,16:00,44,3,51,48,7.4,Wheat,23.6,69,53.3
2025-12-17,4,13:00,71,4,92,61,16.6,Maize,14.6,85,69.7
2025-02-08,5,15:00,13,6,31,8,7.9,Rice,15.3,76,39.3
2025-11-18,1,10:00,36,3,75,71,12.4,Rice,28.1,54,50.5
2025-01-25,3,17:00,14,1,49,36,17.7,Mustard,34.5,25,45.2
2025-06-23,4,12:00,21,6,28,53,22.5,Wheat,20.2,56,44.4
2025-08-05,4,12:00,55,6,81,18,13.1,Wheat,3.7,75,58.3
2025-05-11,5,17:00,25,2,45,7,21.6,Wheat,4.5,54,53.0
2025-02-23,3,12:00,23,4,27,66,22.6,Wheat,33.9,70,54.2
2025-03-12,4,12:00,89,6,118,33,7.4,Wheat,24.1,94,77.7
2025-10-29,3,13:00,15,4,39,10,11.1,Cotton,26.6,48,30.4
2025-04-27,5,10:00,17,3,20,49,19.1,Rice,24.0,18,50.1
2025-04-24,1,11:00,83,6,104,4,19.9,Wheat,7.1,85,83.6
2025-12-04,2,10:00,49,5,81,33,13.7,Wheat,16.2,55,48.2
2025-02-22,1,09:00,3,4,17,52,18.2,Mustard,28.1,13,30.3
2025-12-01,4,15:00,38,1,54,54,17.4,Maize,30.5,60,49.7
2025-12-03,2,13:00,50,3,54,33,19.6,Rice,9.1,110,66.7
2025-08-07,2,11:00,22,5,31,27,19.2,Wheat,21.3,80,52.2
2025-03-02,5,12:00,49,2,93,62,8.5,Rice,6.3,55,66.0
2025-02-26,2,12:00,58,4,85,13,9.7,Mustard,33.6,122,75.9
2025-04-14,1,13:00,22,4,29,5,9.3,Wheat,9.6,63,32.0
2025-07-30,1,16:00,73,1,94,11,22.9,Maize,25.7,108,84.7
2025-02-26,2,16:00,40,4,48,60,22.5,Cotton,8.9,91,54.4
2025-06-16,5,12:00,86,5,105,35,20.6,Rice,21.9,117,99.9
2025-02-12,3,11:00,7,2,13,2,9.0,Maize,23.4,24,39.5
2025-07-17,5,12:00,29,4,56,12,16.8,Rice,12.2,63,56.5
2025-01-08,2,13:00,64,5,89,2,10.2,Wheat,28.8,111,64.2
2025-09-16,2,12:00,80,1,108,61,13.3,Maize,31.1,124,90.7
2025-01-21,1,13:00,19,4,38,34,11.5,Maize,30.1,30,20.8
2025-03-13,2,13:00,88,2,100,5,21.1,Rice,12.2,148,108.3
2025-03-05,3,11:00,17,3,28,16,9.5,Mustard,26.3,35,39.4
2025-10-31,5,11:00,37,4,46,46,18.0,Wheat,20.0,90,60.4
2025-01-20,2,11:00,28,1,47,44,23.7,Cotton,21.1,48,61.1
2025-06-06,4,09:00,38,1,58,61,18.7,Cotton,17.2,42,62.4
2025-08-04,4,10:00,81,3,111,1,8.3,Cotton,21.4,145,98.5
2025-07-08,2,14:00,65,6,67,5,22.4,Mustard,5.6,103,64.3
2025-09-06,5,12:00,71,1,83,2,17.9,Cotton,14.9,84,99.6
2025-10-21,3,10:00,22,5,60,29,14.8,Mustard,7.0,22,35.1
2025-05-24,1,13:00,85,1,126,54,18.2,Maize,10.5,93,85.2
2025-10-30,5,14:00,39,3,80,49,21.9,Wheat,5.3,50,55.4
2025-04-27,5,11:00,58,3,71,15,15.1,Mustard,8.2,118,87.4
2025-12-26,1,15:00,62,3,68,49,16.0,Mustard,27.6,73,59.4
2025-07-04,5,16:00,59,1,67,49,14.7,Mustard,19.7,69,69.9
2025-09-26,5,13:00,54,5,59,14,8.2,Wheat,1.8,108,63.1
2025-11-16,5,13:00,43,2,85,56,20.4,Rice,27.8,100,83.4
2025-10-17,2,09:00,58,5,97,31,9.1,Maize,31.9,71,56.7
2025-11-07,4,16:00,81,4,117,4,13.7,Wheat,30.9,123,84.9
2025-07-15,3,12:00,35,4,67,29,13.6,Cotton,29.0,69,54.6
2025-01-16,4,16:00,45,2,60,57,11.8,Cotton,34.7,82,63.5
2025-06-29,4,13:00,16,4,37,52,13.8,Mustard,20.9,36,30.8
2025-03-08,4,08:00,31,6,68,20,17.5,Wheat,33.7,79,50.8
2025-11-21,3,08:00,69,6,105,56,12.3,Wheat,33.3,126,72.1
2025-03-28,4,14:00,57,6,80,29,9.9,Rice,11.7,104,58.8
2025-03-25,3,13:00,19,2,56,34,21.8,Wheat,30.4,77,54.7
2025-04-02,1,08:00,49,4,64,6,23.5,Wheat,27.9,56,59.9
2025-08-23,1,14:00,73,3,91,74,14.8,Wheat,27.4,115,71.4
2025-07-28,5,15:00,11,6,48,62,12.6,Wheat,31.5,75,30.6
2025-12-13,5,12:00,5,6,21,14,7.8,Maize,14.1,39,24.0
2025-06-01,3,12:00,35,6,68,42,7.6,Cotton,14.6,96,54.9
2025-04-14,1,08:00,59,1,79,58,13.7,Wheat,22.8,81,61.5
2025-01-18,4,14:00,28,2,41,37,22.8,Cotton,26.1,86,63.6
2025-01-03,1,11:00,73,5,82,15,19.4,Wheat,30.9,134,82.7
2025-05-17,2,15:00,76,5,103,72,12.9,Mustard,30.8,116,68.9
2025-12-04,2,11:00,47,3,68,20,23.5,Wheat,25.5,92,73.9
2025-07-11,1,13:00,34,1,50,25,14.3,Wheat,33.5,67,44.9
2025-11-23,5,11:00,3,1,36,27,11.7,Wheat,7.1,23,40.1
2025-02-07,3,10:00,73,5,73,66,14.2,Mustard,33.3,107,73.7
2025-02-04,2,14:00,80,3,84,37,10.6,Mustard,3.2,142,81.5
2025-11-01,3,12:00,39,3,82,53,22.1,Rice,19.9,39,67.2
2025-02-08,1,13:00,46,5,75,67,13.1,Cotton,4.1,59,40.0
2025-01-19,3,16:00,67,1,91,69,18.2,Cotton,20.3,99,81.7
2025-05-28,3,16:00,62,5,62,64,13.6,Cotton,14.3,84,55.1
2025-12-04,2,15:00,12,2,38,68,22.3,Mustard,3.8,52,40.6
2025-09-09,5,10:00,60,6,79,71,17.9,Mustard,23.0,83,64.3
2025-02-06,2,13:00,83,6,109,74,15.3,Mustard,25.9,125,70.0
2025-11-02,1,15:00,67,4,68,48,9.2,Rice,6.9,73,54.2
2025-11-04,3,11:00,43,2,67,9,22.3,Mustard,24.6,64,70.4
2025-10-20,5,09:00,47,2,73,8,16.3,Wheat,7.1,92,78.2
2025-11-26,2,15:00,23,2,36,59,11.8,Maize,5.7,53,32.9
2025-03-29,1,12:00,59,6,61,23,21.9,Rice,6.0,105,78.1
2025-12-24,5,13:00,21,2,64,60,7.9,Cotton,21.4,62,45.2
2025-04-28,3,17:00,30,3,61,70,12.3,Maize,27.5,51,44.8
2025-10-20,1,13:00,23,3,50,48,16.1,Mustard,21.3,50,36.0
2025-07-31,4,12:00,30,5,64,57,12.8,Maize,28.5,92,50.0
2025-10-12,2,11:00,33,6,63,20,15.1,Mustard,21.1,95,51.9
2025-08-18,5,12:00,7,4,13,32,11.5,Wheat,28.1,9,29.6
2025-08-23,2,09:00,64,5,84,72,9.2,Wheat,34.2,109,67.3
2025-08-13,3,15:00,39,4,78,61,7.6,Wheat,14.3,70,41.0
2025-10-12,3,15:00,85,3,97,15,9.7,Maize,6.1,85,74.4
2025-09-27,2,11:00,16,1,59,70,23.2,Mustard,5.6,57,56.6
2025-02-19,3,11:00,60,2,62,37,16.8,Rice,21.3,61,76.8
2025-10-29,1,15:00,16,3,30,63,15.3,Mustard,19.6,36,26.5
2025-07-15,4,08:00,49,1,64,39,13.5,Rice,7.3,93,67.0
2025-04-28,4,12:00,44,2,71,45,19.0,Maize,31.0,96,78.9
2025-07-07,5,12:00,40,3,47,12,9.4,Maize,33.5,66,67.0
2025-12-19,2,14:00,58,3,68,25,11.7,Wheat,9.6,110,59.8
2025-11-10,2,10:00,74,5,103,54,18.2,Cotton,8.0,128,85.5
2025-11-01,3,13:00,28,6,40,63,15.1,Rice,8.3,57,25.7
2025-06-18,4,11:00,76,5,115,6,20.1,Wheat,14.2,87,88.6
2025-10-14,5,13:00,16,1,55,5,22.3,Maize,30.0,58,52.7
2025-05-21,1,09:00,26,3,39,51,21.0,Wheat,21.3,26,41.2
2025-09-08,2,12:00,27,5,52,33,10.1,Rice,3.3,85,41.1
2025-08-22,2,12:00,85,4,99,63,8.6,Wheat,17.1,110,76.5
2025-04-02,2,10:00,10,3,25,5,9.9,Mustard,4.1,59,39.7
2025-04-08,3,10:00,35,3,65,26,20.3,Mustard,14.8,82,60.4
2025-01-23,5,10:00,38,3,51,2,22.5,Rice,14.7,68,73.5
2025-02-21,1,11:00,72,4,78,53,22.7,Wheat,23.0,135,84.3
2025-06-08,5,09:00,43,2,54,64,12.1,Wheat,19.7,94,73.2
2025-06-24,4,16:00,87,4,128,11,21.3,Maize,30.7,144,102.1
2025-03-02,4,12:00,66,2,77,24,16.1,Maize,1.6,72,78.1
2025-06-02,4,15:00,63,5,79,63,21.0,Maize,27.3,94,64.8
2025-08-09,1,17:00,67,6,95,3,16.3,Mustard,1.8,128,76.3
2025-03-26,4,09:00,14,4,18,71,9.5,Mustard,11.3,66,35.0
2025-05-04,2,13:00,40,3,52,66,8.3,Cotton,30.9,69,43.9
2025-05-15,3,15:00,52,6,59,11,23.3,Cotton,24.5,56,57.6
2025-07-04,4,13:00,18,4,59,10,14.2,Mustard,6.8,36,34.7
2025-05-14,4,12:00,10,3,51,51,13.0,Rice,17.7,47,40.4
2025-09-26,2,12:00,12,1,46,0,13.1,Mustard,25.5,53,45.9
2025-04-30,2,08:00,71,1,82,37,13.4,Wheat,32.9,131,81.5
2025-06-08,3,13:00,59,2,86,4,23.1,Wheat,22.6,65,82.9
2025-05-19,1,17:00,25,2,54,39,8.1,Cotton,1.8,50,33.0
2025-03-08,4,16:00,66,5,105,26,9.0,Maize,18.0,83,63.6
2025-09-08,1,09:00,62,4,69,52,20.4,Wheat,6.2,124,74.9
2025-03-27,3,14:00,73,6,106,66,16.3,Wheat,2.6,83,65.6
2025-04-19,4,11:00,81,4,89,36,9.2,Wheat,21.3,95,82.6
2025-10-17,1,16:00,79,6,104,48,7.6,Cotton,27.4,98,64.7
2025-12-13,5,09:00,16,4,55,45,10.8,Rice,2.2,22,37.5
2025-09-02,2,16:00,69,3,71,73,11.4,Rice,27.6,110,68.1
2025-12-01,1,15:00,35,5,41,17,7.2,Wheat,25.0,69,33.4
2025-11-08,4,09:00,36,3,72,17,10.7,Maize,26.6,72,60.5
2025-06-25,3,09:00,58,2,58,28,19.6,Mustard,9.3,116,83.7
2025-10-09,4,15:00,54,3,84,55,21.5,Cotton,14.4,82,72.1
2025-04-30,4,10:00,37,4,59,64,22.3,Cotton,5.1,57,55.6
2025-06-18,3,13:00,89,3,104,20,13.6,Wheat,9.1,113,85.4
2025-07-15,5,16:00,15,5,53,8,12.4,Maize,11.3,67,37.6
2025-12-17,2,13:00,8,6,46,45,24.0,Mustard,11.9,42,22.9
2025-11-06,3,12:00,2,3,16,44,20.1,Cotton,7.0,12,35.1
2025-06-28,1,12:00,73,2,73,28,16.1,Rice,7.4,117,91.8
2025-08-27,4,09:00,36,3,41,13,11.3,Maize,31.6,84,60.6
2025-03-15,2,16:00,39,6,43,63,12.5,Maize,27.7,55,27.8
2025-10-21,4,11:00,58,2,102,63,15.8,Mustard,12.7,94,77.5
2025-07-21,5,10:00,39,6,65,56,16.2,Wheat,33.2,75,55.4
2025-07-14,5,11:00,51,3,81,43,7.2,Maize,9.1,62,64.8
2025-10-07,5,16:00,5,6,15,19,23.3,Maize,14.8,5,23.3
2025-08-20,1,09:00,14,5,52,30,16.8,Mustard,28.7,60,42.5
2025-01-27,1,15:00,83,5,115,5,17.0,Mustard,16.1,123,78.6
2025-04-16,5,14:00,40,6,73,18,10.6,Rice,9.0,86,49.9
2025-03-06,2,15:00,15,2,36,33,20.0,Wheat,13.5,39,40.6
2025-09-26,1,17:00,33,4,64,32,19.5,Maize,18.0,66,42.1
2025-01-13,2,15:00,30,1,54,6,8.6,Mustard,22.1,93,57.5
2025-03-15,5,16:00,24,2,41,71,17.1,Rice,14.8,38,49.2
2025-08-07,2,10:00,26,1,52,20,18.2,Cotton,15.7,68,64.1
2025-09-11,1,15:00,65,5,79,38,21.2,Wheat,10.0,73,58.1
2025-07-03,4,13:00,9,4,51,34,10.5,Wheat,19.2,13,17.3
2025-11-11,1,13:00,27,5,59,35,21.9,Rice,8.5,89,52.3
2025-12-02,2,15:00,42,2,75,63,14.8,Mustard,30.5,50,52.4
2025-02-18,1,17:00,48,2,80,55,8.6,Rice,26.4,90,57.9
2025-12-14,4,14:00,79,5,99,65,8.8,Wheat,14.9,112,68.4
2025-08-13,3,12:00,83,5,125,28,10.4,Rice,26.4,135,92.3
2025-08-21,5,12:00,26,6,35,19,11.8,Rice,1.2,61,44.4
2025-02-04,2,12:00,48,1,73,32,15.4,Mustard,12.7,93,75.5
2025-08-15,2,11:00,2,3,5,42,19.7,Mustard,16.0,60,39.5
2025-09-22,1,12:00,55,1,68,25,10.2,Maize,17.0,108,71.2
2025-07-31,2,09:00,13,5,38,34,23.9,Maize,26.5,59,38.5
2025-01-31,3,09:00,6,1,28,11,9.7,Rice,33.7,16,41.4
2025-07-10,1,14:00,60,5,102,43,17.2,Maize,13.9,71,49.4
2025-12-08,3,12:00,16,1,43,53,22.8,Mustard,12.9,48,53.1
2025-09-22,5,16:00,42,1,60,39,21.2,Wheat,21.8,84,68.3
2025-02-20,4,13:00,9,6,28,65,18.0,Rice,10.6,52,26.2
2025-12-17,4,08:00,67,3,94,74,19.2,Cotton,5.8,118,83.6
2025-12-16,5,10:00,68,3,103,67,9.3,Maize,33.7,74,67.7
2025-03-03,4,10:00,51,4,63,6,7.2,Rice,28.5,62,70.7
2025-10-20,4,17:00,75,2,101,66,14.4,Wheat,33.6,84,75.7
2025-05-29,5,10:00,39,5,64,25,8.5,Wheat,8.4,74,52.4
2025-08-05,1,12:00,16,3,16,33,13.1,Wheat,1.6,57,30.5
2025-06-12,5,16:00,13,2,54,30,10.8,Cotton,15.9,20,38.2
2025-10-13,2,17:00,19,3,44,21,22.6,Mustard,32.7,75,50.4
2025-12-30,4,10:00,18,1,28,65,22.0,Mustard,5.7,37,50.4
2025-10-18,5,09:00,29,2,57,47,20.9,Cotton,5.0,71,62.8
2025-12-06,3,10:00,19,4,49,72,19.1,Maize,3.3,67,44.9
2025-12-12,1,09:00,53,1,94,71,9.6,Cotton,27.0,55,65.9
2025-02-02,2,10:00,13,1,14,31,7.8,Wheat,27.7,69,44.7
2025-04-03,3,13:00,55,4,73,54,18.1,Mustard,24.6,118,71.0
2025-09-21,5,16:00,30,3,38,37,17.9,Maize,2.8,92,58.9
2025-08-04,5,13:00,61,1,86,37,13.3,Cotton,25.6,70,73.6
2025-01-19,3,13:00,46,5,68,55,15.0,Rice,16.3,71,57.6
2025-02-04,5,10:00,81,5,102,51,15.3,Rice,6.4,96,85.1
